volcano_name;eruption_number;eruption_category;area_of_activity;vei;start_year;start_month;start_day;evidence_method_dating;end_year;end_month;end_day;latitude;longitude
Bezymianny;19372;Confirmed Eruption;NA;3;1997;5;8;Historical Observations;1997;5;16;55.972;160.595
Cleveland;19815;Confirmed Eruption;NA;2;1997;5;5;Historical Observations;1997;5;5;52.825;-169.944
Monowai;14715;Confirmed Eruption;NA;0;1997;4;18;Hydrophonic;1997;4;21;-25.887;-177.188
Raung;16155;Confirmed Eruption;NA;2;1997;4;16;Historical Observations;NA;NA;NA;-8.119;114.056
Krakatau;15622;Confirmed Eruption;Anak Krakatau;2;1997;3;16;Historical Observations;1997;5;16;-6.102;105.423
Guagua Pichincha;11495;Confirmed Eruption;1981 crater;1;1997;3;16;Historical Observations;1997;10;18;-0.171;-78.598
Llaima;12071;Confirmed Eruption;NA;1;1997;3;16;Historical Observations;1997;10;16;-38.692;-71.729
Kita-Ioto;18386;Uncertain Eruption;Funka-Asane;0;1997;3;10;NA;1997;3;10;25.424;141.284
Sheveluch;19586;Confirmed Eruption;NA;2;1997;3;8;Historical Observations;1997;4;4;56.653;161.36
Amukta;19790;Confirmed Eruption;NA;1;1997;3;3;Historical Observations;NA;NA;NA;52.5;-171.252
Okmok;19851;Confirmed Eruption;SW part of caldera (Cone A);3;1997;2;11;Historical Observations;1997;5;19;53.43;-168.13
Kavachi;15174;Confirmed Eruption;NA;1;1997;1;16;Historical Observations;1997;1;17;-8.991;157.979
Dieng Volcanic Complex;15790;Confirmed Eruption;Near Padangsari crater;1;1996;12;31;Historical Observations;1996;12;31;-7.2;109.879
Suwanosejima;16942;Confirmed Eruption;O-take;1;1996;12;26;Historical Observations;1997;4;17;29.638;129.714
McDonald Islands;14396;Confirmed Eruption;Northern part of McDonald Island;1;1996;12;16;Historical Observations;1997;2;10;-53.03;72.6
Masaya;11033;Confirmed Eruption;Santiago;1;1996;12;5;Historical Observations;1996;12;5;11.985;-86.165
Alaid;18891;Confirmed Eruption;NA;2;1996;12;3;Historical Observations;NA;NA;NA;50.861;155.565
Nyamuragira;14078;Confirmed Eruption;NA;3;1996;12;1;Historical Observations;1996;12;5;-1.408;29.Feb
Akan;18702;Confirmed Eruption;Me-Akan (Ponmachineshiri crater no. 4);1;1996;11;21;Historical Observations;1996;11;21;43.384;144.013
Klyuchevskoy;19473;Confirmed Eruption;NA;2;1996;11;14;Historical Observations;1997;3;20;56.056;160.642
Lascar;11872;Confirmed Eruption;NA;2;1996;10;18;Historical Observations;1996;10;18;-23.37;-67.73
Karangetang;16537;Confirmed Eruption;NA;1;1996;10;1;Historical Observations;1997;6;16;2.781;125.407
Grimsvotn;12840;Confirmed Eruption;Gjálp (fissure N of caldera rim);3;1996;9;30;Historical Observations;1996;11;6;64.416;-17.316
Gareloi;19689;Uncertain Eruption;NA;1;1996;9;27;NA;NA;NA;NA;51.79;-178.794
Monowai;14714;Confirmed Eruption;NA;0;1996;9;20;Hydrophonic;1996;9;22;-25.887;-177.188
Amukta;19789;Confirmed Eruption;NA;1;1996;9;17;Historical Observations;1996;9;18;52.5;-171.252
Villarrica;12178;Confirmed Eruption;NA;1;1996;9;14;Historical Observations;1997;8;16;-39.42;-71.93
Pavlof;20151;Confirmed Eruption;NA;2;1996;9;11;Historical Observations;1997;1;3;55.417;-161.894
Adatarayama;17913;Confirmed Eruption;Numanotaira;1;1996;9;1;Historical Observations;1996;9;1;37.647;140.281
Montagu Island;13202;Uncertain Eruption;NA;1;1996;9;1;NA;NA;NA;NA;-58.445;-26.374
Bardarbunga;12890;Uncertain Eruption;Loki-Fögrufjöll (West Loki cauldron);0;1996;8;16;NA;NA;NA;NA;64.633;-17.516
Kerinci;15522;Confirmed Eruption;NA;1;1996;8;16;Historical Observations;1996;10;16;-1.697;101.264
Kanlaon;16746;Confirmed Eruption;NA;2;1996;8;10;Historical Observations;1996;8;10;10.412;123.132
Bezymianny;19371;Confirmed Eruption;NA;0;1996;7;23;Historical Observations;1996;9;1;55.972;160.595
Krakatau;15619;Confirmed Eruption;Anak Krakatau;2;1996;7;16;Historical Observations;1996;10;16;-6.102;105.423
Gamalama;16674;Confirmed Eruption;NA;2;1996;7;2;Historical Observations;NA;NA;NA;0.8;127.33
Galapagos Rift;10348;Confirmed Eruption;NA;0;1996;7;2;Historical Observations;NA;NA;NA;0.792;-86.15
Pagan;18521;Confirmed Eruption;North Pagan;1;1996;7;2;Historical Observations;NA;NA;NA;18.13;145.8
Atka;19763;Discredited Eruption;NA;NA;1996;6;29;NA;NA;NA;NA;52.331;-174.139
Ruang;16492;Uncertain Eruption;NA;NA;1996;6;27;NA;NA;NA;NA;2.Mar;125.37
Ruapehu;14666;Confirmed Eruption;NA;3;1996;6;16;Historical Observations;1996;9;1;-39.28;175.57
Ambrym;15295;Confirmed Eruption;Benbow, Marum, Niri Mbelesu, Mbwelesu;1;1996;6;16;Historical Observations;2005;8;16;-16.25;168.12
Kanaga;19723;Uncertain Eruption;NA;1;1996;6;11;NA;NA;NA;NA;51.923;-177.168
Sorikmarapi;15415;Uncertain Eruption;NA;NA;1996;5;5;NA;NA;NA;NA;0.686;99.539
Poas;11188;Confirmed Eruption;NA;1;1996;4;8;Historical Observations;1996;4;8;10.Feb;-84.233
Ruapehu;14665;Uncertain Eruption;NA;0;1996;3;21;NA;NA;NA;NA;-39.28;175.57
Popocatepetl;10551;Confirmed Eruption;NA;3;1996;3;5;Historical Observations;2003;11;22;19.023;-98.622
Hokkaido-Komagatake;18580;Confirmed Eruption;1929 crater and summit crater fissure;1;1996;3;5;Historical Observations;1996;3;12;42.063;140.677
North Gorda Ridge Segment;20722;Confirmed Eruption;Near center of North Gorda Ridge segment;0;1996;2;28;Historical Observations;1996;3;15;42.67;-126.78
Loihi;20732;Confirmed Eruption;NA;0;1996;2;25;Historical Observations;1996;8;9;18.92;-155.27
Eastern Gemini Seamount;15356;Confirmed Eruption;NA;1;1996;2;18;Historical Observations;1996;2;22;-20.98;170.28
Unzendake;17182;Confirmed Eruption;Fugen-dake;2;1996;2;10;Historical Observations;1996;5;1;32.761;130.299
Sumisujima;18349;Uncertain Eruption;NA;0;1996;1;22;NA;1996;1;22;31.44;140.051
Villarrica;12174;Confirmed Eruption;NA;1;1996;1;16;Historical Observations;NA;NA;NA;-39.42;-71.93
Minami-Hiyoshi;18429;Uncertain Eruption;NA;0;1996;1;11;NA;1996;1;12;23.May;141.935
Akademia Nauk;19125;Confirmed Eruption;North margin of Karymsky Lake;3;1996;1;2;Historical Observations;1996;1;3;53.98;159.45
Karymsky;19186;Confirmed Eruption;New summit crater SW of 1970-82 crater;3;1996;1;2;Historical Observations;2000;12;20;54.049;159.443
Shishaldin;20094;Confirmed Eruption;NA;3;1995;12;23;Historical Observations;1996;5;16;54.756;-163.97
Boomerang Seamount;14393;Confirmed Eruption;NA;0;1995;12;1;Uranium-series;NA;NA;NA;-37.721;77.825
Rabaul;15097;Confirmed Eruption;Tavurvur;2;1995;11;28;Historical Observations;2001;9;5;-4.271;152.203
Monowai;14713;Confirmed Eruption;NA;0;1995;11;27;Hydrophonic;1995;11;30;-25.887;-177.188
Fukutoku-Oka-no-Ba;18460;Uncertain Eruption;NA;0;1995;11;21;NA;1997;7;28;24.285;141.481
Veniaminof;20172;Confirmed Eruption;Western intracaldera cone;1;1995;11;15;Historical Observations;1995;11;30;56.17;-159.38
Karangetang;16536;Confirmed Eruption;NA;1;1995;11;9;Historical Observations;1995;12;17;2.781;125.407
Rincon de la Vieja;11105;Confirmed Eruption;NA;2;1995;11;6;Historical Observations;1995;11;13;Oct.83;-85.324
Llaima;12070;Confirmed Eruption;NA;2;1995;10;13;Historical Observations;1995;10;22;-38.692;-71.729
Ruby;18534;Confirmed Eruption;NA;0;1995;10;11;Historical Observations;1995;10;25;15.62;145.57
Kujusan;17365;Confirmed Eruption;Hosho lava dome (east flank);1;1995;10;11;Historical Observations;1996;3;24;33.086;131.249
Bezymianny;19370;Confirmed Eruption;NA;3;1995;9;16;Historical Observations;1995;10;8;55.972;160.595
Copahue;12010;Confirmed Eruption;Agrio Crater;2;1995;9;16;Historical Observations;NA;NA;NA;-37.856;-71.183
Rinjani;16225;Uncertain Eruption;NA;NA;1995;9;12;NA;NA;NA;NA;-8.42;116.47
Tengger Caldera;16061;Confirmed Eruption;Bromo;1;1995;9;9;Historical Observations;1995;12;16;-7.942;112.95
Irruputuncu;11828;Confirmed Eruption;NA;2;1995;9;1;Historical Observations;1995;9;26;-20.73;-68.55
Raung;16154;Uncertain Eruption;NA;2;1995;8;15;NA;NA;NA;NA;-8.119;114.056
Soufriere Hills;12346;Confirmed Eruption;NA;3;1995;7;18;Historical Observations;2003;10;8;16.72;-62.18
Bardarbunga;12889;Uncertain Eruption;Loki-Fögrufjöll (East Loki cauldron);0;1995;7;16;NA;NA;NA;NA;64.633;-17.516
Sumisujima;18348;Uncertain Eruption;NA;0;1995;7;5;NA;1995;7;7;31.44;140.051
Tinakula;15204;Confirmed Eruption;NA;1;1995;7;2;Historical Observations;NA;NA;NA;-10.386;165.804
Whakaari/White Island;14491;Confirmed Eruption;Wade Crater;1;1995;6;28;Historical Observations;1995;6;29;-37.52;177.18
Kanaga;19722;Confirmed Eruption;NA;2;1995;6;19;Historical Observations;1995;6;23;51.923;-177.168
Lateiki;14767;Confirmed Eruption;NA;2;1995;6;6;Historical Observations;1995;6;23;-19.18;-174.87
Negro, Cerro;10966;Confirmed Eruption;NA;2;1995;5;29;Historical Observations;1995;12;6;12.506;-86.702
Atka;19751;Uncertain Eruption;NA;1;1995;5;1;NA;NA;NA;NA;52.331;-174.139
Veniaminof;20171;Confirmed Eruption;Western intracaldera cone;1;1995;4;17;Historical Observations;1995;4;17;56.17;-159.38
Saunders;13214;Confirmed Eruption;NA;0;1995;4;16;Historical Observations;1998;2;16;-57.8;-26.483
Villarrica;12173;Confirmed Eruption;NA;1;1995;4;15;Historical Observations;1995;6;2;-39.42;-71.93
Fogo;13137;Confirmed Eruption;WSW flank of Pico;2;1995;4;2;Historical Observations;1995;5;26;14.95;-24.35
Raung;16153;Confirmed Eruption;NA;1;1995;3;16;Historical Observations;1995;3;16;-8.119;114.056
Tengger Caldera;16060;Confirmed Eruption;Bromo;1;1995;3;3;Historical Observations;1995;5;26;-7.942;112.95
Ambae;15236;Confirmed Eruption;Lake Voui;2;1995;3;2;Historical Observations;1995;3;3;-15.389;167.835
Yakedake;17524;Confirmed Eruption;SE flank (Azusa-gawa);1;1995;2;11;Historical Observations;1995;2;11;36.227;137.587
Makushin;19992;Confirmed Eruption;NA;1;1995;1;30;Historical Observations;1995;1;30;53.891;-166.923
Fernandina;11675;Confirmed Eruption;SW flank;2;1995;1;25;Historical Observations;1995;4;8;-0.37;-91.55
San Miguel;10864;Confirmed Eruption;NA;1;1995;1;12;Historical Observations;1995;4;19;13.434;-88.269
Ruapehu;14664;Confirmed Eruption;NA;3;1995;1;11;Historical Observations;1995;11;9;-39.28;175.57
Vailulu'u;14802;Confirmed Eruption;NA;0;1995;1;9;Hydrophonic;1995;1;29;-14.215;-169.058
Popocatepetl;10550;Confirmed Eruption;NA;2;1994;12;21;Historical Observations;1995;10;5;19.023;-98.622
Barren Island;15384;Confirmed Eruption;Central cone summit, SW & S flanks;2;1994;12;20;Historical Observations;1995;6;5;12.278;93.858
Ambrym;15290;Confirmed Eruption;Benbow and Marum;1;1994;12;16;Historical Observations;NA;NA;NA;-16.25;168.12
Copahue;12009;Confirmed Eruption;Agrio Crater;2;1994;12;16;Historical Observations;NA;NA;NA;-37.856;-71.183
Irazu;11232;Confirmed Eruption;Upper NW flank;2;1994;12;8;Historical Observations;1994;12;8;9.979;-83.852
Bulusan;16769;Confirmed Eruption;NA;2;1994;11;27;Historical Observations;1995;1;28;12.769;124.056
Lascar;11871;Confirmed Eruption;NA;2;1994;11;13;Historical Observations;1995;7;20;-23.37;-67.73
Cleveland;19814;Confirmed Eruption;NA;1;1994;10;20;Historical Observations;1994;10;20;52.825;-169.944
Dempo;15573;Confirmed Eruption;NA;1;1994;10;16;Historical Observations;1994;10;16;-4.016;103.121
Villarrica;12172;Confirmed Eruption;NA;1;1994;9;26;Historical Observations;1994;12;30;-39.42;-71.93
Rabaul;15096;Confirmed Eruption;Tavurvur and Vulcan;4;1994;9;19;Historical Observations;1995;4;16;-4.271;152.203
Lengai, Ol Doinyo;14024;Confirmed Eruption;North Crater;1;1994;9;18;Historical Observations;2006;7;16;-2.764;35.914
Klyuchevskoy;19472;Confirmed Eruption;NA;3;1994;9;8;Historical Observations;1995;1;14;56.056;160.642
Ioto;18419;Confirmed Eruption;NE side;1;1994;8;22;Historical Observations;1994;8;22;24.751;141.289
Batur;16204;Confirmed Eruption;Batur III;1;1994;8;7;Historical Observations;1994;8;14;-8.242;115.375
Telica;10933;Confirmed Eruption;NA;2;1994;7;31;Historical Observations;1994;8;12;12.606;-86.84
Fukutoku-Oka-no-Ba;18459;Uncertain Eruption;NA;0;1994;7;28;NA;1994;7;28;24.285;141.481
Sumisujima;18347;Uncertain Eruption;NA;0;1994;7;27;NA;1994;7;27;31.44;140.051
Colima;10474;Confirmed Eruption;West of 1987 explosion crater;1;1994;7;21;Historical Observations;1994;7;21;19.514;-103.62
Lascar;11870;Confirmed Eruption;NA;2;1994;7;20;Historical Observations;1994;7;26;-23.37;-67.73
Raung;16152;Confirmed Eruption;NA;1;1994;7;14;Historical Observations;1994;7;14;-8.119;114.056
Bezymianny;19369;Confirmed Eruption;NA;2;1994;7;7;Historical Observations;1994;10;5;55.972;160.595
Nyamuragira;14077;Confirmed Eruption;West flank (Kimera) and summit;2;1994;7;4;Historical Observations;1994;8;25;-1.408;29.Feb
Nyiragongo;14105;Confirmed Eruption;NA;1;1994;6;23;Historical Observations;1996;3;16;-1.52;29.25
Etna;13831;Confirmed Eruption;Central Crater, NE Crater, SE Crater;3;1994;6;17;Historical Observations;2001;7;17;37.748;14.999
Rinjani;16224;Confirmed Eruption;Gunung Barujari;3;1994;6;3;Historical Observations;1994;11;21;-8.42;116.47
Cleveland;19813;Confirmed Eruption;NA;3;1994;5;25;Historical Observations;1994;5;25;52.825;-169.944
Llaima;12069;Confirmed Eruption;SE side summit crater, upper SW flank;2;1994;5;17;Historical Observations;1994;8;30;-38.692;-71.729
Asosan;17347;Confirmed Eruption;Naka-dake;2;1994;5;2;Historical Observations;1995;11;16;32.884;131.104
Ruiz, Nevado del;11291;Uncertain Eruption;NA;NA;1994;4;23;NA;1994;4;23;4.892;-75.324
Ulawun;15061;Confirmed Eruption;NA;1;1994;4;19;Historical Observations;1994;6;16;-5.05;151.33
Krakatau;15618;Confirmed Eruption;Anak Krakatau;2;1994;3;19;Historical Observations;1995;6;16;-6.102;105.423
Poas;11187;Confirmed Eruption;NA;2;1994;3;16;Historical Observations;1994;10;16;10.Feb;-84.233
Ruapehu;14663;Uncertain Eruption;NA;1;1994;2;12;NA;1994;4;1;-39.28;175.57
Ijen;16174;Confirmed Eruption;Kawah Ijen;1;1994;2;3;Historical Observations;1994;2;3;-8.058;114.242
Sumisujima;18346;Uncertain Eruption;NA;0;1994;1;17;NA;1994;1;17;31.44;140.051
Gamalama;16673;Confirmed Eruption;NA;2;1994;1;16;Historical Observations;1994;10;15;0.8;127.33
Tinguiririca;11924;Uncertain Eruption;NA;2;1994;1;15;NA;1994;1;15;-34.814;-70.352
Kanaga;19721;Confirmed Eruption;NA;2;1994;1;5;Historical Observations;1994;11;26;51.923;-177.168
Lascar;11869;Confirmed Eruption;NA;2;1993;12;17;Historical Observations;1994;2;27;-23.37;-67.73
Alcedo;11696;Confirmed Eruption;South caldera wall;1;1993;12;5;Historical Observations;NA;NA;NA;-0.43;-91.12
Ojos del Salado, Nevados;11883;Uncertain Eruption;NA;1;1993;11;14;NA;1993;11;14;-27.109;-68.541
Long Island;14965;Confirmed Eruption;E-W fissure NNE of Motmot Island;1;1993;11;3;Historical Observations;1993;11;25;-5.358;147.12
Ioto;18418;Uncertain Eruption;Asodai area and NE of Iwo-jima;1;1993;10;27;NA;1993;11;16;24.751;141.289
Bezymianny;19368;Confirmed Eruption;NA;3;1993;10;21;Historical Observations;1994;2;4;55.972;160.595
Iliwerung;16349;Confirmed Eruption;Hobal (submarine vent on SE flank);2;1993;9;15;Historical Observations;1993;9;19;-8.53;123.57
Sumisujima;18344;Uncertain Eruption;NA;0;1993;9;8;NA;1993;9;10;31.44;140.051
Shishaldin;20091;Confirmed Eruption;NA;2;1993;9;4;Historical Observations;1993;10;29;54.756;-163.97
Kanlaon;16745;Confirmed Eruption;NA;2;1993;8;25;Historical Observations;1993;9;3;10.412;123.132
Makushin;19991;Confirmed Eruption;NA;1;1993;8;16;Historical Observations;1994;1;19;53.891;-166.923
Etna;13827;Confirmed Eruption;Central Crater, NE Crater;1;1993;8;3;Historical Observations;1993;10;13;37.748;14.999
Veniaminof;20170;Confirmed Eruption;Western cone and Half Cone;2;1993;7;30;Historical Observations;1994;9;28;56.17;-159.38
Ijen;16173;Confirmed Eruption;Kawah Ijen;1;1993;7;3;Historical Observations;1993;8;1;-8.058;114.242
CoAxial Segment;20712;Confirmed Eruption;N end CoAxial segment, Juan de Fuca Ridge;0;1993;6;26;Historical Observations;1993;7;4;46.52;-129.58
Iliboleng;16328;Confirmed Eruption;NA;1;1993;6;16;Historical Observations;1993;7;16;-8.342;123.258
Masaya;11032;Confirmed Eruption;Santiago;1;1993;6;16;Historical Observations;1994;11;16;11.985;-86.165
Seguam;19782;Confirmed Eruption;Near Pyre Peak;2;1993;5;28;Historical Observations;1993;8;31;52.315;-172.51
Gamalama;16672;Confirmed Eruption;NA;2;1993;5;6;Historical Observations;1993;5;21;0.8;127.33
Tungurahua;11642;Uncertain Eruption;NA;1;1993;5;6;NA;1993;5;6;-1.467;-78.442
Tofua;14751;Uncertain Eruption;Northern part of caldera;0;1993;4;29;NA;NA;NA;NA;-19.75;-175.07
Taftan;14165;Uncertain Eruption;NA;NA;1993;4;25;NA;NA;NA;NA;28.Jun;61.13
Raung;16151;Confirmed Eruption;NA;1;1993;4;1;Historical Observations;NA;NA;NA;-8.119;114.056
Aracar;11884;Uncertain Eruption;NA;2;1993;3;28;NA;NA;NA;NA;-24.29;-67.783
Guagua Pichincha;11494;Confirmed Eruption;1981 crater;1;1993;3;9;Historical Observations;1993;3;12;-0.171;-78.598
Pinatubo;16869;Confirmed Eruption;Caldera floor;1;1993;2;16;Historical Observations;1993;7;16;15.13;120.35
Etna;13826;Confirmed Eruption;NE Crater;1;1993;2;3;Historical Observations;1993;2;3;37.748;14.999
Mayon;16807;Confirmed Eruption;NA;2;1993;2;2;Historical Observations;1993;4;4;13.257;123.685
Lascar;11868;Confirmed Eruption;Western crater of east summit cone;4;1993;1;30;Historical Observations;1993;8;16;-23.37;-67.73
Socorro;10377;Confirmed Eruption;Submarine vent 3 km W of Punta Tosca;0;1993;1;29;Historical Observations;1994;2;24;18.78;-110.95
Dieng Volcanic Complex;15789;Confirmed Eruption;Near Pandawa Lima temples;1;1993;1;23;Historical Observations;1993;1;23;-7.2;109.879
Pagan;18520;Confirmed Eruption;North Pagan;2;1993;1;15;Historical Observations;1993;11;16;18.13;145.8
Galeras;11374;Confirmed Eruption;Summit crater, west, SW, & south rims;2;1993;1;14;Historical Observations;1993;6;7;Jan.22;-77.37
Ulawun;15060;Confirmed Eruption;NA;2;1993;1;12;Historical Observations;1993;1;31;-5.05;151.33
Heard;14408;Confirmed Eruption;Mawson Peak;2;1993;1;2;Historical Observations;NA;NA;NA;-53.106;73.513
Seguam;19781;Confirmed Eruption;Pyre Peak (1.5 km south of summit);2;1992;12;27;Historical Observations;1992;12;30;52.315;-172.51
Akutan;20038;Confirmed Eruption;NA;1;1992;12;18;Historical Observations;NA;NA;NA;54.134;-165.986
McDonald Islands;14395;Confirmed Eruption;Submarine vent near McDonald Islands;0;1992;12;16;Historical Observations;NA;NA;NA;-53.03;72.6
Fukutoku-Oka-no-Ba;18458;Confirmed Eruption;NA;1;1992;11;10;Historical Observations;1993;9;9;24.285;141.481
Krakatau;15617;Confirmed Eruption;Anak Krakatau;1;1992;11;7;Historical Observations;1993;10;16;-6.102;105.423
Poas;11186;Confirmed Eruption;NA;0;1992;10;16;Historical Observations;1993;9;16;10.Feb;-84.233
Klyuchevskoy;19471;Confirmed Eruption;NA;2;1992;9;12;Historical Observations;1993;9;12;56.056;160.642
Villarrica;12171;Confirmed Eruption;NA;1;1992;9;11;Historical Observations;1992;12;16;-39.42;-71.93
Fournaise, Piton de la;14375;Confirmed Eruption;Dolomieu and upper SE flank;1;1992;8;27;Historical Observations;1992;9;23;-21.244;55.708
Llaima;12068;Confirmed Eruption;NA;1;1992;8;23;Historical Observations;1992;9;2;-38.692;-71.729
Sumisujima;18343;Uncertain Eruption;Shirane (7.5 km NE of Smith Rocks);0;1992;8;5;NA;1992;10;7;31.44;140.051
Copahue;12008;Confirmed Eruption;Agrio Crater;2;1992;7;22;Historical Observations;1993;7;2;-37.856;-71.183
Pinatubo;16868;Confirmed Eruption;Center of caldera lake;1;1992;7;9;Historical Observations;1992;10;30;15.13;120.35
Bogoslof;19863;Confirmed Eruption;North tip of island (NE of 1927 dome);3;1992;7;6;Historical Observations;1992;7;24;53.93;-168.03
Spurr;20399;Confirmed Eruption;South flank (Crater Peak);4;1992;6;27;Historical Observations;1992;9;17;61.299;-152.251
Kanlaon;16744;Confirmed Eruption;NA;2;1992;6;10;Historical Observations;1992;6;10;10.412;123.132
Heard;14407;Confirmed Eruption;Mawson Peak;0;1992;5;29;Historical Observations;NA;NA;NA;-53.106;73.513
Asosan;17346;Confirmed Eruption;Naka-dake;2;1992;4;23;Historical Observations;1993;6;10;32.884;131.104
Pagan;18519;Confirmed Eruption;North Pagan;1;1992;4;13;Historical Observations;1992;4;13;18.13;145.8
Negro, Cerro;10965;Confirmed Eruption;NA;3;1992;4;9;Historical Observations;1992;4;14;12.506;-86.702
Awu;16569;Confirmed Eruption;SE part of summit crater;1;1992;4;7;Historical Observations;NA;NA;NA;3.689;125.447
Bezymianny;19367;Confirmed Eruption;NA;2;1992;3;12;Historical Observations;1992;6;12;55.972;160.595
Akutan;20037;Confirmed Eruption;NA;2;1992;3;8;Historical Observations;1992;5;21;54.134;-165.986
Poas;11185;Confirmed Eruption;NA;1;1992;2;16;Historical Observations;1992;3;16;10.Feb;-84.233
